Wrong,Right
"I would like to ask you for money and clothes because my parents are travelling and it is impossible for me to  have  any money because my sister doesn't want me to go because I'm only 14, but when I get there I promise to return to you all the money because I don't have any cash  at this moment .","I would like to ask you for money and clothes because my parents are travelling and it is impossible for me to  get  any money because my sister doesn't want me to go because I'm only 14, but when I get there I promise to return to you all the money because I don't have any cash  at the moment ."
"Thanks for  all , and I will be there the next month.","Thanks for  everything , and I will be there the next month."
Your  sincerely,Yours  sincerely
For me  went   to shop   it's  not the best thing I can do.,For me  going   shopping   is  not the best thing I can do.
"Well I  think  the opposite  like  a year  before  but recently I  think  this because I see all the people  to go  shopping and they don't  realised  that  they are outside in the real world there are poor people who need that money and  they are only  spent  on material things, you.","Well I  thought  the opposite  about  a year  ago  but recently I  have thought  this because I see all the people  going  shopping and they don't  realise  that  which  they are only  spending  on material things, you."
"You  would  put  you  money in the bank because you don't need it now, but tomorrow you don't know.","You  might  put  your  money in the bank because you don't need it now, but tomorrow you don't know."
I like to shop sometimes but not always and  not  spending a lot of money on things that I don't really need.,I like to shop sometimes but not always and  I don't like  spending a lot of money on things that I don't really need.
"At  the rest of you who don't understand this, it's  on your memories  to keep shopping and spending all your money on things that you don't really need.","As to  the rest of you who don't understand this, it's  on your mind  to keep shopping and spending all your money on things that you don't really need."
Bye and think  on  this.,Bye and think  about  this.
"With reference to the letter from you .  I would like to inform you of some further information, as  follow .","With reference to the letter from you ,  I would like to inform you of some further information, as  follows ."
"First of all, I am able to  joy  the camp only in July because  then   will be  my school holiday.","First of all, I am able to  join  the camp only in July because  that month   is  my school holiday."
I would prefer tents to  long  cabins because I think it will be more interesting and exciting  than live to stay in  long  cabins.,I would prefer tents to  log  cabins because I think it will be more interesting and exciting  to live to stay in  log  cabins.
"I am also interested in swimming and sailing ,  I am always go to the swimming pool when I have time, our.","I am also interested in swimming and sailing .  I am always go to the swimming pool when I have time, our."
"Our family used to live near the  sea side , we.","Our family used to live near the  seaside , we."
Is there anything  should I  bring with me?,Is there anything  I should  bring with me?
"Because, because I want to know what kind of clothes  should I  bring with me?","Because, because I want to know what kind of clothes  I should  bring with me?"
And how much  meney   should I   have ?,And how much  money   I should   take ?
"Some people  when they are in a sadness ,  they will go shopping  to forget  every thing  and the fact is that  every body  knows how to  shopping .","Some people  sad ,  will go shopping when they are sad  to forget  everything  and the fact is that  everybody  knows how to  shop ."
"If you have  chilldren , you will know  it very well that when you are busy doing something and the chilldren  see something they want to have, they will do everything they can do to make you buy it for them,  sometime  they even cry or shout  to  you and it is really  anoy annoying you.","If you have  children , you will know  children  see something they want to have, they will do everything they can do to make you buy it for them,  sometimes  they even cry or shout  at  you and it is really  annoy annoying you."
"However, they are happy  after  they have it.","However, they are happy  once  they have it."
"Anyway,  even in families they usauly  have this problem that when they  bought  a new one, suddenly they have a problem  that  where the old one is going to be and that is the  begining  of an argument between mother and  farther  or parents and  chilldren .","Anyway,  usually  have this problem that when they  buy  a new one, suddenly they have a problem  about  where the old one is going to be and that is the  beginning  of an argument between mother and  father  or parents and  children ."
"Eventually I like shopping  to  and I  beleive   every body   like  shopping, but before you buy something think  before  and you will not have any problems after that and the most important thing is make sure you have enough  meney   for survive .","Eventually I like shopping  too  and I  believe   everybody   likes  shopping, but before you buy something think  first  and you will not have any problems after that and the most important thing is make sure you have enough  money   to survive ."
"I am writing to  answer  to your letter in which you told me I won first prize in  our   competetion , which is two weeks  ,  I was very happy with this result since I did not think I could win.","I am writing to  reply  to your letter in which you told me I won first prize in  your   competition , which is two weeks  .  I was very happy with this result since I did not think I could win."
"In the second place I add that I would prefer  an accomodation to stay in a tent, even though it is not very comfortable, because I want to put myself to the test by living in  a condition  I am not used to.","In the second place I add that I would prefer  accommodation to stay in a tent, even though it is not very comfortable, because I want to put myself to the test by living in  conditions  I am not used to."
"Besides this, in  connexion  with the activities we will have the chance to do, I would like to inform you that I choose swimming and tennis because I am quite good at both, especially at tennis.","Besides this, in  connection  with the activities we will have the chance to do, I would like to inform you that I choose swimming and tennis because I am quite good at both, especially at tennis."
"In addition to this I would like to ask you  which  kind of clothes and how much money  it is necessary to have, since I am undecided about it, not knowing the cost of life  in California.",In addition to this I would like to ask you  what  kind of clothes and how much money  living  in California.
"Yours  Sincerely ,","Yours  sincerely ,"
"The aim of this report is to suggest which activities  of  our daily life at school  shoud  be filmed to give the other students  the  idea of what we usually do, not only during the lessons but also the rest of the time.","The aim of this report is to suggest which activities  in  our daily life at school  should  be filmed to give the other students  an  idea of what we usually do, not only during the lessons but also the rest of the time."
"Most of the students agree in saying that there are two  are the main features of  our daily life at school which should be filmed: it would be very funny to  dwell  on us working and speaking together, without the help of the teacher, to show our efforts and sometimes successful and sometimes ridiculous and also to film some amusing moments we  spent  waiting for the teacher.","Most of the students agree in saying that there are two  in  our daily life at school which should be filmed: it would be very funny to  concentrate  on us working and speaking together, without the help of the teacher, to show our efforts and sometimes successful and sometimes ridiculous and also to film some amusing moments we  spend  waiting for the teacher."
